"1.6.182.201", "9583", "SIFY-AS-IN Sify Limited, IN", "1.6.180.0/22"
"1.22.50.75", "45528", "TIKONAIN-AS Tikona Infinet Ltd., IN", "1.22.50.0/24"
"1.22.249.62", "45528", "TIKONAIN-AS Tikona Infinet Ltd., IN", "1.22.249.0/24"
"1.23.75.226", "45528", "TIKONAIN-AS Tikona Infinet Ltd., IN", "1.23.75.0/24"
"1.32.54.12", "4788", "TMNET-AS-AP TM Net, Internet Service Provider, MY", "1.32.32.0/19"
"1.32.43.217", "4788", "TMNET-AS-AP TM Net, Internet Service Provider, MY", "1.32.32.0/19"
"1.33.230.137", "2514", "INFOSPHERE NTT PC Communications, Inc., JP", "1.33.0.0/16"
"1.32.57.81", "4788", "TMNET-AS-AP TM Net, Internet Service Provider, MY", "1.32.32.0/19"
"1.38.188.74", "38266", "VODAFONE-IN Vodafone India Ltd., IN", "1.38.188.0/22"
"1.46.65.229", "24378", "ENGTAC-AS-TH-AP Total Access Communication PLC., TH", "1.46.64.0/19"
"1.53.89.233", "18403", "FPT-AS-AP The Corporation for Financing & Promoting Technology, VN", "1.53.89.0/24"
"1.54.8.178", "18403", "FPT-AS-AP The Corporation for Financing & Promoting Technology, VN", "1.54.8.0/24"
"1.54.242.221", "18403", "FPT-AS-AP The Corporation for Financing & Promoting Technology, VN", "1.54.240.0/20"
"1.163.56.81", "3462", "HINET Data Communication Business Group, TW", "1.163.0.0/16"
"1.169.130.20", "3462", "HINET Data Communication Business Group, TW", "1.169.0.0/16"
"1.171.27.241", "3462", "HINET Data Communication Business Group, TW", "1.171.0.0/16"
"1.186.77.21", "45769", "DVOIS-IN D-Vois Broadband Pvt Ltd, IN", "1.186.77.0/24"
"1.186.124.186", "45769", "DVOIS-IN D-Vois Broadband Pvt Ltd, IN", "1.186.124.0/24"
"1.192.168.150", "4134", "CHINANET-BACKBONE No.31,Jin-rong Street, CN", "1.192.0.0/13"
"1.192.194.11", "137687", "CHINATELECOM-ANHUI-WUHU-MAN Wuhu, CN", "1.192.192.0/22"
"1.192.194.19", "137687", "CHINATELECOM-ANHUI-WUHU-MAN Wuhu, CN", "1.192.192.0/22"
"1.222.61.35", "3786", "LGDACOM LG DACOM Corporation, KR", "1.208.0.0/12"
"1.250.214.57", "9318", "SKB-AS SK Broadband Co Ltd, KR", "1.248.0.0/13"
"2.32.53.11", "30722", "VODAFONE-IT-ASN, IT", "2.32.48.0/20"
"2.34.152.28", "30722", "VODAFONE-IT-ASN, IT", "2.34.0.0/15"
"2.36.88.44", "30722", "VODAFONE-IT-ASN, IT", "2.36.0.0/14"
"2.42.231.18", "30722", "VODAFONE-IT-ASN, IT", "2.42.0.0/16"
"2.42.231.19", "30722", "VODAFONE-IT-ASN, IT", "2.42.0.0/16"
"2.42.254.86", "30722", "VODAFONE-IT-ASN, IT", "2.42.0.0/16"
"2.43.86.157", "30722", "VODAFONE-IT-ASN, IT", "2.43.0.0/16"
"2.45.178.175", "30722", "VODAFONE-IT-ASN, IT", "2.45.176.0/20"
"2.49.98.134", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.49.96.0/19"
"2.49.255.229", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.49.224.0/19"
"2.50.3.119", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.0.0/17"
"2.50.13.137", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.0.0/17"
"2.50.22.133", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.0.0/17"
"2.50.34.154", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.0.0/17"
"2.50.131.144", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.128.0/17"
"2.50.131.237", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.128.0/17"
"2.50.135.137", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.128.0/17"
"2.50.138.53", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.128.0/17"
"2.50.152.189", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.128.0/17"
"2.50.154.8", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.128.0/17"
"2.50.163.198", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.128.0/17"
"2.50.165.18", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.128.0/17"
"2.50.166.50", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.128.0/17"
"2.50.167.112", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.128.0/17"
"2.50.168.134", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.128.0/17"
"2.50.168.143", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.128.0/17"
"2.50.169.245", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.128.0/17"
"2.50.169.249", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.128.0/17"
"2.50.182.166", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.128.0/17"
"2.50.216.112", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.50.192.0/18"
"2.51.35.222", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.51.32.0/19"
"2.51.248.29", "5384", "EMIRATES-INTERNET Emirates Internet, AE", "2.51.224.0/19"
"2.83.241.75", "3243", "MEO-RESIDENCIAL, PT", "2.80.0.0/14"
"2.88.165.104", "25019", "SAUDINETSTC-AS, SA", "2.88.160.0/20"
"2.91.229.71", "25019", "SAUDINETSTC-AS, SA", "2.91.224.0/20"
"2.132.15.180", "9198", "KAZTELECOM-AS, KZ", "2.132.0.0/20"
"2.132.98.33", "9198", "KAZTELECOM-AS, KZ", "2.132.96.0/20"
"2.136.30.23", "3352", "TELEFONICA_DE_ESPANA, ES", "2.136.0.0/16"
"2.136.31.174", "3352", "TELEFONICA_DE_ESPANA, ES", "2.136.0.0/16"
"2.136.50.11", "3352", "TELEFONICA_DE_ESPANA, ES", "2.136.0.0/16"
"2.136.55.83", "3352", "TELEFONICA_DE_ESPANA, ES", "2.136.0.0/16"
"2.136.113.93", "3352", "TELEFONICA_DE_ESPANA, ES", "2.136.0.0/16"
"2.136.134.0", "3352", "TELEFONICA_DE_ESPANA, ES", "2.136.0.0/16"
"2.136.114.196", "3352", "TELEFONICA_DE_ESPANA, ES", "2.136.0.0/16"
"2.136.209.240", "3352", "TELEFONICA_DE_ESPANA, ES", "2.136.0.0/16"
"2.136.202.154", "3352", "TELEFONICA_DE_ESPANA, ES", "2.136.0.0/16"
"2.136.218.136", "3352", "TELEFONICA_DE_ESPANA, ES", "2.136.0.0/16"
"2.139.185.170", "3352", "TELEFONICA_DE_ESPANA, ES", "2.139.0.0/16"
"2.140.54.110", "3352", "TELEFONICA_DE_ESPANA, ES", "2.140.0.0/16"
"2.224.169.202", "12874", "FASTWEB, IT", "2.224.0.0/13"
"2.227.223.17", "12874", "FASTWEB, IT", "2.224.0.0/13"
"2.228.102.212", "12874", "FASTWEB, IT", "2.224.0.0/13"
"2.229.108.205", "12874", "FASTWEB, IT", "2.224.0.0/13"
"2.229.33.49", "12874", "FASTWEB, IT", "2.224.0.0/13"
"2.235.190.23", "12874", "FASTWEB, IT", "2.232.0.0/13"
"2.237.76.249", "12874", "FASTWEB, IT", "2.232.0.0/13"
"2.249.60.190", "3301", "TELIANET-SWEDEN Telia Company, SE", "2.248.0.0/13"
"4.103.217.0", "3356", "LEVEL3 - Level 3 Parent, LLC, US", "4.0.0.0/8"
"5.8.106.127", "30848", "IT-TWT-AS, IT", "5.8.96.0/19"
"5.2.163.144", "8708", "RCS-RDS 73-75 Dr. Staicovici, RO", "5.2.128.0/17"
"5.11.32.134", "47217", "PLANETEL, IT", "5.11.32.0/21"
"5.8.108.145", "30848", "IT-TWT-AS, IT", "5.8.96.0/19"
"5.11.167.99", "16135", "TURKCELL-AS Turkcell A.S., TR", "5.11.128.0/17"
"5.26.61.80", "16135", "TURKCELL-AS Turkcell A.S., TR", "5.26.0.0/16"
"5.30.77.49", "15802", "DU-AS1, AE", "5.30.64.0/19"
"5.30.89.15", "15802", "DU-AS1, AE", "5.30.64.0/19"
"5.30.90.57", "15802", "DU-AS1, AE", "5.30.64.0/19"
"5.30.189.232", "15802", "DU-AS1, AE", "5.30.160.0/19"
"5.32.53.86", "15802", "DU-AS1, AE", "5.32.32.0/19"
"5.32.17.98", "15802", "DU-AS1, AE", "5.32.0.0/19"
"5.32.180.110", "16333", "ONNET-AS-OWN, MK", "5.32.180.0/24"
"5.34.156.56", "199435", "WIMAXONLINE-AS, ES", "5.34.156.0/22"
"5.36.71.137", "28885", "OMANTEL-NAP-AS OmanTel NAP, OM", "5.36.0.0/16"
